,open,high,low,close,adjclose,volume,ticker
2021-01-29,24.899999618530273,25.799999237060547,24.350000381469727,24.799999237060547,21.363666534423828,381938573,IRFC.NS
2021-02-01,25.25,25.399999618530273,24.899999618530273,25.100000381469727,21.622095108032227,72044464,IRFC.NS
2021-02-02,25.450000762939453,25.450000762939453,24.700000762939453,24.75,21.320592880249023,36735442,IRFC.NS
2021-02-03,24.799999237060547,24.899999618530273,24.049999237060547,24.25,20.889873504638672,45816269,IRFC.NS
2021-02-04,24.25,25.799999237060547,23.850000381469727,25.350000381469727,21.83745765686035,88486029,IRFC.NS
2021-02-05,25.600000381469727,26.200000762939453,25.549999237060547,25.700000762939453,22.138961791992188,56318695,IRFC.NS
2021-02-08,25.899999618530273,25.950000762939453,25.600000381469727,25.75,22.182029724121094,28324374,IRFC.NS
2021-02-09,25.75,25.799999237060547,25.200000762939453,25.299999237060547,21.794384002685547,25243532,IRFC.NS
2021-02-10,25.399999618530273,25.799999237060547,25.0,25.399999618530273,21.88052749633789,33132159,IRFC.NS
2021-02-11,25.399999618530273,25.649999618530273,25.25,25.399999618530273,21.88052749633789,13586295,IRFC.NS
2021-02-12,25.5,25.549999237060547,25.299999237060547,25.399999618530273,21.88052749633789,15658220,IRFC.NS
2021-02-15,26.200000762939453,26.200000762939453,25.649999618530273,25.75,22.182029724121094,45629832,IRFC.NS
2021-02-16,25.899999618530273,26.0,25.799999237060547,25.899999618530273,22.311246871948242,34557518,IRFC.NS
2021-02-17,25.299999237060547,25.600000381469727,24.899999618530273,25.299999237060547,22.715272903442383,28638408,IRFC.NS
2021-02-18,25.450000762939453,25.799999237060547,25.399999618530273,25.649999618530273,23.029516220092773,21022422,IRFC.NS
2021-02-19,25.649999618530273,25.700000762939453,25.200000762939453,25.350000381469727,22.76016616821289,14542153,IRFC.NS
2021-02-22,25.299999237060547,25.399999618530273,24.950000762939453,25.0,22.4459228515625,16652770,IRFC.NS
2021-02-23,25.0,25.149999618530273,24.899999618530273,24.950000762939453,22.401031494140625,13021961,IRFC.NS
2021-02-24,24.899999618530273,25.200000762939453,24.850000381469727,24.899999618530273,22.356138229370117,10958830,IRFC.NS
2021-02-25,24.950000762939453,25.200000762939453,24.899999618530273,24.950000762939453,22.401031494140625,22761296,IRFC.NS
2021-02-26,24.850000381469727,24.950000762939453,24.5,24.649999618530273,22.131677627563477,36424500,IRFC.NS
2021-03-01,24.649999618530273,26.700000762939453,24.649999618530273,25.899999618530273,23.25397491455078,93579588,IRFC.NS
2021-03-02,26.100000381469727,26.299999237060547,25.450000762939453,25.649999618530273,23.029516220092773,48494934,IRFC.NS
2021-03-03,25.799999237060547,25.950000762939453,25.450000762939453,25.5,22.894838333129883,18806435,IRFC.NS
2021-03-04,25.25,25.700000762939453,25.25,25.399999618530273,22.805055618286133,21742960,IRFC.NS
2021-03-05,25.399999618530273,25.549999237060547,24.799999237060547,24.950000762939453,22.401031494140625,25255199,IRFC.NS
2021-03-08,25.100000381469727,25.25,24.799999237060547,24.850000381469727,22.311248779296875,16353985,IRFC.NS
2021-03-09,24.950000762939453,25.5,24.799999237060547,24.950000762939453,22.401031494140625,21380757,IRFC.NS
2021-03-10,25.0,25.100000381469727,24.850000381469727,24.850000381469727,22.311248779296875,11360743,IRFC.NS
2021-03-12,24.899999618530273,25.049999237060547,24.799999237060547,24.850000381469727,22.311248779296875,17086939,IRFC.NS
2021-03-15,24.899999618530273,24.950000762939453,24.5,24.649999618530273,22.131677627563477,17382950,IRFC.NS
2021-03-16,24.649999618530273,24.799999237060547,24.5,24.549999237060547,22.041894912719727,9649363,IRFC.NS
2021-03-17,24.549999237060547,24.600000381469727,24.100000381469727,24.149999618530273,21.68276023864746,14312130,IRFC.NS
2021-03-18,24.200000762939453,24.600000381469727,23.899999618530273,24.049999237060547,21.59297752380371,16168159,IRFC.NS
2021-03-19,24.0,24.100000381469727,23.5,23.950000762939453,21.503192901611328,15260549,IRFC.NS
2021-03-22,24.0,24.5,23.850000381469727,23.899999618530273,21.458301544189453,13817385,IRFC.NS
2021-03-23,23.899999618530273,24.100000381469727,23.75,23.799999237060547,21.368518829345703,13742805,IRFC.NS
2021-03-24,23.799999237060547,23.899999618530273,23.399999618530273,23.450000762939453,21.054275512695312,16788250,IRFC.NS
2021-03-25,23.450000762939453,23.549999237060547,22.899999618530273,22.950000762939453,20.605356216430664,19233029,IRFC.NS
2021-03-26,23.200000762939453,23.299999237060547,22.899999618530273,23.049999237060547,20.695138931274414,16323314,IRFC.NS
2021-03-30,23.149999618530273,23.299999237060547,22.899999618530273,22.950000762939453,20.605356216430664,14301425,IRFC.NS
2021-03-31,22.950000762939453,23.100000381469727,22.899999618530273,22.899999618530273,20.560462951660156,11770453,IRFC.NS
2021-04-01,23.0,23.200000762939453,22.700000762939453,22.850000381469727,20.515573501586914,18367745,IRFC.NS
2021-04-05,22.850000381469727,22.899999618530273,22.299999237060547,22.5,20.201330184936523,20106460,IRFC.NS
2021-04-06,22.5,22.5,21.899999618530273,22.0,19.752410888671875,25085603,IRFC.NS
2021-04-07,22.0,22.299999237060547,21.899999618530273,22.149999618530273,19.887086868286133,14507382,IRFC.NS
2021-04-08,22.100000381469727,22.350000381469727,21.899999618530273,21.950000762939453,19.70751953125,18025782,IRFC.NS
2021-04-09,22.0,22.049999237060547,21.899999618530273,21.950000762939453,19.70751953125,16396258,IRFC.NS
2021-04-12,21.850000381469727,21.850000381469727,20.799999237060547,20.850000381469727,18.719900131225586,25942981,IRFC.NS
2021-04-13,20.850000381469727,21.5,20.799999237060547,21.450000762939453,19.258602142333984,14831755,IRFC.NS
2021-04-15,21.299999237060547,21.350000381469727,20.899999618530273,21.100000381469727,18.944358825683594,18166238,IRFC.NS
2021-04-16,21.25,22.0,21.049999237060547,21.75,19.527952194213867,22174311,IRFC.NS
2021-04-19,21.200000762939453,21.350000381469727,20.899999618530273,21.149999618530273,18.98925018310547,10477070,IRFC.NS
2021-04-20,21.149999618530273,21.649999618530273,21.100000381469727,21.25,19.07903480529785,12199610,IRFC.NS
2021-04-22,21.149999618530273,21.299999237060547,21.0,21.049999237060547,18.899465560913086,8974995,IRFC.NS
2021-04-23,21.100000381469727,21.5,21.0,21.100000381469727,18.944358825683594,15602661,IRFC.NS
2021-04-26,21.100000381469727,21.350000381469727,20.950000762939453,21.0,18.85457420349121,12051423,IRFC.NS
2021-04-27,21.100000381469727,21.5,21.049999237060547,21.200000762939453,19.03414535522461,14181276,IRFC.NS
2021-04-28,21.299999237060547,21.350000381469727,21.100000381469727,21.149999618530273,18.98925018310547,14514238,IRFC.NS
2021-04-29,21.299999237060547,21.299999237060547,21.100000381469727,21.149999618530273,18.98925018310547,9521946,IRFC.NS
2021-04-30,21.049999237060547,21.399999618530273,21.0,21.299999237060547,19.123926162719727,11713860,IRFC.NS
2021-05-03,21.149999618530273,21.25,20.950000762939453,21.049999237060547,18.899465560913086,17512189,IRFC.NS
2021-05-04,21.149999618530273,21.149999618530273,20.899999618530273,20.950000762939453,18.809682846069336,26418223,IRFC.NS
2021-05-05,21.0,21.200000762939453,20.950000762939453,21.0,18.85457420349121,9381211,IRFC.NS
2021-05-06,21.100000381469727,21.149999618530273,21.0,21.100000381469727,18.944358825683594,7525053,IRFC.NS
2021-05-07,21.100000381469727,21.149999618530273,21.0,21.100000381469727,18.944358825683594,8322642,IRFC.NS
2021-05-10,21.149999618530273,22.700000762939453,21.100000381469727,22.549999237060547,20.2462215423584,51346170,IRFC.NS
2021-05-11,22.350000381469727,23.100000381469727,22.200000762939453,22.950000762939453,20.605356216430664,33120701,IRFC.NS
2021-05-12,23.0,23.799999237060547,23.0,23.399999618530273,21.009382247924805,34159626,IRFC.NS
2021-05-14,23.700000762939453,23.850000381469727,23.0,23.049999237060547,20.695138931274414,18230175,IRFC.NS
2021-05-17,23.149999618530273,23.450000762939453,23.0,23.049999237060547,20.695138931274414,13816130,IRFC.NS
2021-05-18,23.25,23.25,22.899999618530273,23.100000381469727,20.740032196044922,9997457,IRFC.NS
2021-05-19,23.100000381469727,23.549999237060547,23.049999237060547,23.100000381469727,20.740032196044922,19146895,IRFC.NS
2021-05-20,23.200000762939453,23.649999618530273,22.950000762939453,23.100000381469727,20.740032196044922,21995952,IRFC.NS
2021-05-21,23.200000762939453,23.399999618530273,23.149999618530273,23.350000381469727,20.964492797851562,14712804,IRFC.NS
2021-05-24,23.850000381469727,24.149999618530273,23.700000762939453,24.0,21.54808807373047,32823856,IRFC.NS
2021-05-25,24.200000762939453,24.25,23.850000381469727,23.950000762939453,21.503192901611328,15738661,IRFC.NS
2021-05-26,24.100000381469727,24.100000381469727,23.799999237060547,23.850000381469727,21.41341209411621,10671045,IRFC.NS
2021-05-27,23.850000381469727,23.950000762939453,23.549999237060547,23.649999618530273,21.233842849731445,10133530,IRFC.NS
2021-05-28,23.649999618530273,23.75,23.299999237060547,23.450000762939453,21.054275512695312,10532654,IRFC.NS
2021-05-31,23.450000762939453,23.950000762939453,23.350000381469727,23.75,21.323625564575195,19396582,IRFC.NS
2021-06-01,23.799999237060547,23.899999618530273,23.5,23.600000381469727,21.188949584960938,11780039,IRFC.NS
2021-06-02,23.549999237060547,24.0,23.450000762939453,23.5,21.099166870117188,12961145,IRFC.NS
2021-06-03,23.600000381469727,23.700000762939453,23.549999237060547,23.600000381469727,21.188949584960938,10748652,IRFC.NS
2021-06-04,23.549999237060547,23.950000762939453,23.450000762939453,23.700000762939453,21.278736114501953,21328589,IRFC.NS
2021-06-07,24.0,24.850000381469727,23.899999618530273,24.700000762939453,22.176572799682617,42832019,IRFC.NS
2021-06-08,24.950000762939453,25.0,24.399999618530273,24.75,22.22146224975586,25856634,IRFC.NS
2021-06-09,24.850000381469727,24.950000762939453,24.200000762939453,24.299999237060547,21.817434310913086,28032813,IRFC.NS
2021-06-10,24.5,24.700000762939453,24.299999237060547,24.5,21.99700355529785,17127778,IRFC.NS
2021-06-11,24.600000381469727,24.75,24.350000381469727,24.450000762939453,21.952110290527344,15835535,IRFC.NS
2021-06-14,24.700000762939453,24.799999237060547,24.200000762939453,24.700000762939453,22.176572799682617,18111116,IRFC.NS
2021-06-15,25.0,25.600000381469727,24.799999237060547,25.200000762939453,22.625492095947266,54064001,IRFC.NS
2021-06-16,25.299999237060547,25.5,24.850000381469727,24.950000762939453,22.401031494140625,27411596,IRFC.NS
2021-06-17,24.899999618530273,25.25,24.549999237060547,24.700000762939453,22.176572799682617,24326370,IRFC.NS
2021-06-18,25.0,25.200000762939453,24.200000762939453,24.549999237060547,22.041894912719727,78058672,IRFC.NS
2021-06-21,24.5,24.950000762939453,24.299999237060547,24.899999618530273,22.356138229370117,14319848,IRFC.NS
2021-06-22,25.200000762939453,25.299999237060547,24.899999618530273,24.950000762939453,22.401031494140625,19440926,IRFC.NS
2021-06-23,25.100000381469727,25.100000381469727,24.700000762939453,24.850000381469727,22.311248779296875,13104410,IRFC.NS
2021-06-24,24.950000762939453,25.0,24.649999618530273,24.700000762939453,22.176572799682617,8410959,IRFC.NS
2021-06-25,24.700000762939453,24.850000381469727,24.600000381469727,24.700000762939453,22.176572799682617,8120462,IRFC.NS
2021-06-28,25.0,25.100000381469727,24.700000762939453,24.75,22.22146224975586,14044388,IRFC.NS
2021-06-29,24.899999618530273,26.450000762939453,24.700000762939453,25.299999237060547,22.715272903442383,100006129,IRFC.NS
2021-06-30,25.399999618530273,25.450000762939453,24.600000381469727,24.850000381469727,22.311248779296875,34846415,IRFC.NS
2021-07-01,24.950000762939453,25.0,24.200000762939453,24.25,21.77254295349121,23822346,IRFC.NS
2021-07-02,24.450000762939453,24.600000381469727,24.25,24.350000381469727,21.862329483032227,14428073,IRFC.NS
2021-07-05,24.5,24.649999618530273,24.25,24.350000381469727,21.862329483032227,20315538,IRFC.NS
2021-07-06,24.350000381469727,24.5,23.75,24.049999237060547,21.59297752380371,17324102,IRFC.NS
2021-07-07,23.850000381469727,24.350000381469727,23.649999618530273,23.799999237060547,21.368518829345703,16098633,IRFC.NS
2021-07-08,23.850000381469727,24.200000762939453,23.700000762939453,23.799999237060547,21.368518829345703,14740358,IRFC.NS
2021-07-09,23.850000381469727,23.899999618530273,23.649999618530273,23.700000762939453,21.278736114501953,8652360,IRFC.NS
2021-07-12,23.950000762939453,24.0,23.649999618530273,23.850000381469727,21.41341209411621,13596595,IRFC.NS
2021-07-13,23.950000762939453,24.049999237060547,23.700000762939453,23.700000762939453,21.278736114501953,13753544,IRFC.NS
2021-07-14,23.799999237060547,23.850000381469727,23.450000762939453,23.5,21.099166870117188,15287631,IRFC.NS
2021-07-15,23.549999237060547,23.600000381469727,23.200000762939453,23.200000762939453,20.829816818237305,13068468,IRFC.NS
2021-07-16,23.350000381469727,23.549999237060547,23.25,23.299999237060547,20.919599533081055,16212009,IRFC.NS
2021-07-19,23.25,23.450000762939453,23.149999618530273,23.350000381469727,20.964492797851562,9181862,IRFC.NS
2021-07-20,23.350000381469727,23.450000762939453,23.200000762939453,23.25,20.874706268310547,7502994,IRFC.NS
2021-07-22,23.399999618530273,23.649999618530273,23.299999237060547,23.549999237060547,21.144058227539062,9446372,IRFC.NS
2021-07-23,23.600000381469727,23.600000381469727,23.25,23.299999237060547,20.919599533081055,6701681,IRFC.NS
2021-07-26,23.25,23.399999618530273,23.200000762939453,23.25,20.874706268310547,7567068,IRFC.NS
2021-07-27,23.25,23.350000381469727,23.0,23.100000381469727,20.740032196044922,8964578,IRFC.NS
2021-07-28,23.049999237060547,23.100000381469727,22.850000381469727,23.0,20.65024757385254,8776723,IRFC.NS
2021-07-29,23.0,23.100000381469727,22.850000381469727,22.850000381469727,20.515573501586914,6718597,IRFC.NS
2021-07-30,22.950000762939453,23.200000762939453,22.850000381469727,23.0,20.65024757385254,7024120,IRFC.NS
2021-08-02,23.149999618530273,23.799999237060547,23.100000381469727,23.299999237060547,20.919599533081055,18872464,IRFC.NS
2021-08-03,23.350000381469727,23.75,23.25,23.549999237060547,21.144058227539062,11062324,IRFC.NS
2021-08-04,23.649999618530273,23.700000762939453,23.200000762939453,23.600000381469727,21.188949584960938,15813294,IRFC.NS
2021-08-05,23.600000381469727,23.799999237060547,23.200000762939453,23.649999618530273,21.233842849731445,10469724,IRFC.NS
2021-08-06,23.5,23.600000381469727,23.299999237060547,23.549999237060547,21.144058227539062,8223906,IRFC.NS
2021-08-09,23.549999237060547,23.649999618530273,23.350000381469727,23.549999237060547,21.144058227539062,7670837,IRFC.NS
2021-08-10,23.549999237060547,23.549999237060547,23.0,23.049999237060547,20.695138931274414,7343285,IRFC.NS
2021-08-11,23.049999237060547,23.200000762939453,22.799999237060547,23.049999237060547,20.695138931274414,8655301,IRFC.NS
2021-08-12,23.149999618530273,24.100000381469727,23.049999237060547,23.950000762939453,21.503192901611328,13674855,IRFC.NS
2021-08-13,24.0,24.149999618530273,23.700000762939453,23.799999237060547,21.368518829345703,9734894,IRFC.NS
2021-08-16,24.25,24.25,23.649999618530273,23.75,21.323625564575195,9160653,IRFC.NS
2021-08-17,23.75,23.75,23.25,23.350000381469727,20.964492797851562,7973831,IRFC.NS
2021-08-18,23.350000381469727,23.899999618530273,23.100000381469727,23.450000762939453,21.054275512695312,7908641,IRFC.NS
2021-08-20,23.299999237060547,23.350000381469727,22.950000762939453,23.0,20.65024757385254,9048947,IRFC.NS
2021-08-23,23.149999618530273,23.299999237060547,22.549999237060547,22.75,20.42578887939453,9143940,IRFC.NS
2021-08-24,22.600000381469727,23.049999237060547,22.600000381469727,22.950000762939453,20.605356216430664,8233304,IRFC.NS
2021-08-25,23.0,23.25,23.0,23.049999237060547,20.695138931274414,3960870,IRFC.NS
2021-08-26,23.100000381469727,23.200000762939453,22.850000381469727,22.899999618530273,20.560462951660156,4388277,IRFC.NS
2021-08-27,22.850000381469727,23.0,22.75,22.850000381469727,20.515573501586914,6665003,IRFC.NS
2021-08-30,22.899999618530273,23.149999618530273,22.899999618530273,23.0,20.65024757385254,6514245,IRFC.NS
2021-08-31,23.0,23.350000381469727,22.850000381469727,22.950000762939453,20.605356216430664,12755814,IRFC.NS
2021-09-01,23.049999237060547,23.149999618530273,22.950000762939453,23.049999237060547,20.695138931274414,5746286,IRFC.NS
2021-09-02,23.100000381469727,23.149999618530273,22.950000762939453,23.0,20.65024757385254,4622547,IRFC.NS
2021-09-03,23.0,23.149999618530273,23.0,23.049999237060547,20.695138931274414,4485349,IRFC.NS
2021-09-06,23.100000381469727,23.149999618530273,23.0,23.049999237060547,20.695138931274414,3775722,IRFC.NS
2021-09-07,23.100000381469727,23.149999618530273,22.950000762939453,23.0,20.65024757385254,5302631,IRFC.NS
2021-09-08,23.049999237060547,23.149999618530273,23.0,23.0,20.65024757385254,3914433,IRFC.NS
2021-09-09,23.049999237060547,23.100000381469727,23.0,23.049999237060547,20.695138931274414,3847580,IRFC.NS
2021-09-13,23.100000381469727,23.149999618530273,22.899999618530273,22.950000762939453,20.605356216430664,8635952,IRFC.NS
2021-09-14,23.100000381469727,23.100000381469727,22.899999618530273,22.950000762939453,20.605356216430664,11404677,IRFC.NS
2021-09-15,22.950000762939453,23.0,22.799999237060547,22.850000381469727,20.515573501586914,17256868,IRFC.NS
2021-09-16,22.899999618530273,22.950000762939453,22.700000762939453,22.799999237060547,20.470680236816406,22286215,IRFC.NS
2021-09-17,22.899999618530273,22.950000762939453,22.700000762939453,22.799999237060547,20.470680236816406,24880477,IRFC.NS
2021-09-20,22.75,22.899999618530273,22.600000381469727,22.649999618530273,20.33600616455078,10239638,IRFC.NS
2021-09-21,22.700000762939453,22.75,22.350000381469727,22.399999618530273,20.11154556274414,10140120,IRFC.NS
2021-09-22,22.450000762939453,22.600000381469727,22.299999237060547,22.350000381469727,20.066654205322266,9723023,IRFC.NS
2021-09-23,22.450000762939453,22.5,22.350000381469727,22.399999618530273,20.11154556274414,8459264,IRFC.NS
2021-09-24,22.450000762939453,22.549999237060547,22.25,22.299999237060547,20.02176284790039,10388205,IRFC.NS
2021-09-27,22.399999618530273,22.5,22.350000381469727,22.450000762939453,20.15643882751465,8668665,IRFC.NS
2021-09-28,22.399999618530273,22.5,22.299999237060547,22.350000381469727,20.066654205322266,11350575,IRFC.NS
2021-09-29,22.5,22.899999618530273,22.350000381469727,22.649999618530273,20.33600616455078,22206444,IRFC.NS
2021-09-30,22.899999618530273,23.049999237060547,22.700000762939453,22.850000381469727,20.515573501586914,14638191,IRFC.NS
2021-10-01,22.850000381469727,24.0,22.75,23.899999618530273,21.458301544189453,35110359,IRFC.NS
2021-10-04,24.200000762939453,24.549999237060547,23.799999237060547,23.850000381469727,21.41341209411621,28542026,IRFC.NS
2021-10-05,23.799999237060547,23.950000762939453,23.549999237060547,23.600000381469727,21.188949584960938,13352924,IRFC.NS
2021-10-06,23.600000381469727,24.200000762939453,23.549999237060547,23.649999618530273,21.233842849731445,40508684,IRFC.NS
2021-10-07,23.850000381469727,23.899999618530273,23.5,23.549999237060547,21.144058227539062,9134428,IRFC.NS
2021-10-08,23.649999618530273,23.799999237060547,23.549999237060547,23.600000381469727,21.188949584960938,7914906,IRFC.NS
2021-10-11,23.75,23.799999237060547,23.549999237060547,23.549999237060547,21.144058227539062,7353291,IRFC.NS
2021-10-12,23.549999237060547,23.649999618530273,23.399999618530273,23.450000762939453,21.054275512695312,8386488,IRFC.NS
2021-10-13,23.5,24.100000381469727,23.399999618530273,23.649999618530273,21.233842849731445,13948613,IRFC.NS
2021-10-14,23.700000762939453,23.850000381469727,23.600000381469727,23.600000381469727,21.188949584960938,12702200,IRFC.NS
2021-10-18,23.799999237060547,24.75,23.700000762939453,24.350000381469727,21.862329483032227,43875005,IRFC.NS
2021-10-19,24.450000762939453,24.600000381469727,23.649999618530273,23.850000381469727,21.41341209411621,23602125,IRFC.NS
2021-10-20,23.899999618530273,23.950000762939453,23.399999618530273,23.549999237060547,21.144058227539062,12927201,IRFC.NS
2021-10-21,23.649999618530273,24.350000381469727,23.600000381469727,24.200000762939453,21.72765350341797,25331808,IRFC.NS
2021-10-22,24.399999618530273,26.149999618530273,24.149999618530273,25.799999237060547,23.1641902923584,115092468,IRFC.NS
2021-10-25,26.200000762939453,26.399999618530273,24.600000381469727,24.950000762939453,22.401031494140625,53319421,IRFC.NS
2021-10-26,25.0,25.399999618530273,24.600000381469727,24.899999618530273,22.356138229370117,24445799,IRFC.NS
2021-10-27,25.0,25.299999237060547,24.799999237060547,24.850000381469727,22.311248779296875,18162921,IRFC.NS
2021-10-28,24.850000381469727,24.950000762939453,24.049999237060547,24.149999618530273,21.68276023864746,17364266,IRFC.NS
2021-10-29,23.850000381469727,24.350000381469727,23.25,24.200000762939453,21.72765350341797,16105471,IRFC.NS
2021-11-01,24.600000381469727,25.299999237060547,24.5,24.600000381469727,22.0867862701416,22482750,IRFC.NS
2021-11-02,24.799999237060547,24.850000381469727,24.450000762939453,24.549999237060547,22.041894912719727,12204586,IRFC.NS
2021-11-03,24.700000762939453,25.200000762939453,24.549999237060547,25.049999237060547,22.490814208984375,19662155,IRFC.NS
2021-11-04,25.299999237060547,25.5,25.200000762939453,25.299999237060547,22.715272903442383,9910868,IRFC.NS
2021-11-08,25.5,25.649999618530273,25.049999237060547,25.399999618530273,22.805055618286133,22364054,IRFC.NS
2021-11-09,25.700000762939453,26.0,25.350000381469727,25.850000381469727,23.209083557128906,27949534,IRFC.NS
2021-11-10,25.149999618530273,25.25,24.700000762939453,24.799999237060547,22.949970245361328,18408557,IRFC.NS
2021-11-11,24.75,24.799999237060547,24.549999237060547,24.549999237060547,22.71862030029297,9087058,IRFC.NS
